# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
HAR1A	HAR1A	NR_003244.2		0	0	0	34	0	0	0	0	0	0	0	16	0	0	0	8	0	0	0	0	0	0	10
HAR1B	HAR1B	NR_003245.1		0	0	0	51	0	0	0	0	0	0	0	21	0	13	0	2	0	0	0	0	0	0	15
HAR1B	HAR1B	NR_152601.1		0	0	0	51	0	0	0	0	0	0	0	21	0	13	0	2	0	0	0	0	0	0	15
HCK	HCK	NM_001172129.3	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HCK	HCK	NM_001172130.3	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HCK	HCK	NM_001172131.3	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HCK	HCK	NM_001172132.3	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HCK	HCK	NM_001172133.3	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HCK	HCK	NM_002110.5	protein_coding	0	0	0	80	0	0	0	0	0	0	0	2	0	77	0	0	0	0	0	0	0	0	1
HELZ2	HELZ2	NM_001037335.2	protein_coding	0	10	8	39	5	0	3	0	0	0	0	8	0	14	8	0	0	0	0	0	0	10	9
HELZ2	HELZ2	NM_033405.3	protein_coding	0	8	7	29	5	0	0	0	0	0	0	8	0	3	7	0	0	0	0	0	0	8	13
HELZ2	HELZ2	XM_024452006.2	protein_coding	0	10	8	37	5	0	3	0	0	0	0	8	0	10	8	0	0	0	0	0	0	10	11
HM13	HM13	NM_030789.4	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2
HM13	HM13	NM_178580.3	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2
HM13	HM13	NM_178581.3	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2
HM13	HM13	NM_178582.3	protein_coding	0	0	0	10	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	2
HM13-AS1	HM13-AS1	NR_046853.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HMGB3P1	HMGB3P1	NR_002165.1		0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8
HNF4A	HNF4A	NM_000457.6	protein_coding	0	3	0	92	1	0	0	0	0	0	0	7	0	79	0	0	0	0	0	2	0	1	7
HNF4A	HNF4A	NM_001030003.3	protein_coding	0	3	0	160	3	0	0	0	0	0	0	6	0	142	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	NM_001030004.3	protein_coding	0	2	0	152	0	0	0	0	0	0	0	12	0	131	0	0	0	0	0	2	0	0	11
HNF4A	HNF4A	NM_001258355.2	protein_coding	0	3	0	93	3	0	0	0	0	0	0	6	0	79	0	0	0	0	0	2	0	1	7
HNF4A	HNF4A	NM_001287182.2	protein_coding	0	3	0	160	3	0	0	0	0	0	0	6	0	142	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	NM_001287183.2	protein_coding	0	3	0	159	1	0	0	0	0	0	0	7	0	142	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	NM_001287184.2	protein_coding	0	2	0	152	0	0	0	0	0	0	0	12	0	131	0	0	0	0	0	2	0	0	11
HNF4A	HNF4A	NM_175914.5	protein_coding	0	3	0	159	1	0	0	0	0	0	0	7	0	142	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	NM_178849.3	protein_coding	0	3	0	93	3	0	0	0	0	0	0	6	0	79	0	0	0	0	0	2	0	1	7
HNF4A	HNF4A	NM_178850.3	protein_coding	0	2	0	85	0	0	0	0	0	0	0	12	0	68	0	0	0	0	0	2	0	0	7
HNF4A	HNF4A	XM_047440135.1	protein_coding	0	3	0	160	3	0	1	0	0	0	0	6	0	141	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	XM_047440136.1	protein_coding	0	3	0	160	3	0	0	0	0	0	0	6	0	142	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	XM_047440137.1	protein_coding	0	3	0	160	3	0	1	0	0	0	0	6	0	141	0	0	0	0	0	2	0	1	11
HNF4A	HNF4A	XM_047440138.1	protein_coding	0	3	0	160	3	0	1	0	0	0	0	6	0	141	0	0	0	0	0	2	0	1	11
HNF4A-AS1	HNF4A-AS1	NR_109949.1		0	0	0	45	0	0	0	0	0	0	0	4	0	34	0	0	0	0	0	0	0	0	7
HNF4A-AS1	HNF4A-AS1	NR_172878.1		0	0	0	72	0	0	0	0	0	0	0	9	0	51	0	5	0	0	0	0	0	0	7
HNF4A-AS1	HNF4A-AS1	NR_172879.1		0	0	0	51	0	0	0	0	0	0	0	6	0	38	0	0	0	0	0	0	0	0	7
HRH3	HRH3	NM_007232.3	protein_coding	0	2	0	18	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	8
HRH3	HRH3	XM_005260266.4	protein_coding	0	2	0	18	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	8
HRH3	HRH3	XM_017027623.2	protein_coding	0	2	0	18	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	2	8
HSPA12B	HSPA12B	NM_001197327.2	protein_coding	0	1	0	42	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	1	9
HSPA12B	HSPA12B	NM_001318322.2	protein_coding	0	1	0	42	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	1	9
HSPA12B	HSPA12B	NM_052970.5	protein_coding	0	1	0	42	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	1	9
HSPA12B	HSPA12B	XM_011529151.3	protein_coding	0	1	0	21	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	1	9
HSPA12B	HSPA12B	XM_017027632.3	protein_coding	0	1	0	34	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	1	7
HSPA12B	HSPA12B	XM_017027633.2	protein_coding	0	0	0	32	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	0	7
HSPA12B	HSPA12B	XM_017027634.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	0	7
HSPA12B	HSPA12B	XM_017027635.2	protein_coding	0	0	0	43	1	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	0	9
HSPA12B	HSPA12B	XM_047439869.1	protein_coding	0	1	0	42	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	1	9
HSPA12B	HSPA12B	XM_047439870.1	protein_coding	0	1	0	42	0	0	0	0	0	0	0	6	0	27	0	0	0	0	0	0	0	1	9
ID1	ID1	NM_002165.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
ID1	ID1	NM_181353.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
IDH3B	IDH3B	NM_001258384.3	protein_coding	0	1	0	20	2	0	0	0	0	0	0	6	0	5	0	0	0	0	0	1	0	0	8
IDH3B	IDH3B	NM_001330763.2	protein_coding	0	1	0	22	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	1	0	0	8
IDH3B	IDH3B	NM_006899.5	protein_coding	0	1	0	22	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	1	0	0	8
IDH3B	IDH3B	NM_174855.4	protein_coding	0	1	0	22	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	1	0	0	8
IDH3B	IDH3B	NR_136344.2		0	1	0	22	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	1	0	0	8
IDH3B	IDH3B	XR_001754265.1		0	1	0	22	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	1	0	0	8
IFT52	IFT52	NM_001303458.3	protein_coding	0	2	0	147	0	0	0	0	0	0	0	11	0	124	0	0	0	0	0	1	0	1	13
IFT52	IFT52	NM_001303459.3	protein_coding	0	2	0	147	0	0	0	0	0	0	0	11	0	124	0	0	0	0	0	1	0	1	13
IFT52	IFT52	NM_001323578.2	protein_coding	0	1	0	148	0	0	1	0	0	0	0	11	0	124	0	0	0	0	0	1	0	0	13
IFT52	IFT52	NM_001323579.2	protein_coding	0	1	0	148	0	0	1	0	0	0	0	11	0	124	0	0	0	0	0	1	0	0	13
IFT52	IFT52	NM_001323580.2	protein_coding	0	1	0	148	0	0	1	0	0	0	0	11	0	124	0	0	0	0	0	1	0	0	13
IFT52	IFT52	NM_001323581.2	protein_coding	0	1	0	148	0	0	1	0	0	0	0	11	0	124	0	0	0	0	0	1	0	0	13
IFT52	IFT52	NM_016004.5	protein_coding	0	2	0	147	0	0	0	0	0	0	0	11	0	124	0	0	0	0	0	1	0	1	13
INSM1	INSM1	NM_002196.3	protein_coding	0	0	0	10	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
ISM1	ISM1	NM_080826.2	protein_coding	0	1	0	129	0	0	2	0	0	0	0	16	0	102	0	0	0	0	0	0	0	1	9
ISM1	ISM1	XM_017027680.2	protein_coding	0	1	0	157	0	0	2	0	0	0	0	0	0	146	0	0	0	0	0	0	0	1	9
ISM1-AS1	ISM1-AS1	NR_040043.1		0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
ITCH	ITCH	NM_001257137.3	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	NM_001257138.3	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	NM_001324197.2	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	NM_001324198.2	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	NM_031483.7	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_017028089.2	protein_coding	0	0	0	135	3	0	0	0	0	0	0	5	0	126	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_024452005.2	protein_coding	0	0	0	143	3	0	0	0	0	0	0	5	0	132	0	0	0	0	0	0	0	0	3
ITCH	ITCH	XM_047440532.1	protein_coding	0	0	0	135	3	0	0	0	0	0	0	5	0	126	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440533.1	protein_coding	0	0	0	145	3	0	0	0	0	0	0	5	0	136	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440534.1	protein_coding	0	0	0	134	3	0	0	0	0	0	0	5	0	125	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440535.1	protein_coding	0	0	0	134	3	0	0	0	0	0	0	5	0	125	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440536.1	protein_coding	0	0	0	124	3	0	1	0	0	0	0	5	0	109	0	0	0	0	0	0	0	0	6
ITCH	ITCH	XM_047440537.1	protein_coding	0	0	0	129	3	0	0	0	0	0	0	5	0	120	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440538.1	protein_coding	0	0	0	96	0	0	0	0	0	0	0	5	0	90	0	0	0	0	0	0	0	0	1
ITCH	ITCH	XM_047440539.1	protein_coding	0	0	0	54	1	0	0	0	0	0	0	4	0	48	0	0	0	0	0	0	0	0	1
ITPA	ITPA	NM_001267623.2	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NM_001324236.2	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NM_001324237.2	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	46	0	0	0	0	0	0	0	0	8
ITPA	ITPA	NM_001324238.2	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	46	0	0	0	0	0	0	0	0	8
ITPA	ITPA	NM_001324240.2	protein_coding	0	0	0	65	0	0	0	0	0	0	0	9	0	47	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NM_001351739.2	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NM_033453.4	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NM_181493.4	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	NR_052000.2		0	0	0	58	0	0	0	0	0	0	0	4	0	46	0	0	0	0	0	0	0	0	8
ITPA	ITPA	NR_052002.2		0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	XM_006723564.4	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	XM_006723565.4	protein_coding	0	0	0	58	0	0	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	9
ITPA	ITPA	XM_011529234.3	protein_coding	0	2	0	54	4	0	0	0	0	0	0	11	0	30	0	0	0	0	0	2	0	0	9
ITPA	ITPA	XM_047440139.1	protein_coding	0	2	0	70	0	1	2	0	0	0	0	4	0	52	0	0	0	0	0	1	0	0	12
ITPA	ITPA	XM_047440140.1	protein_coding	0	2	0	70	0	1	2	0	0	0	0	4	0	52	0	0	0	0	0	1	0	0	12
JAG1	JAG1	NM_000214.3	protein_coding	0	2	0	58	1	0	0	0	0	0	0	4	0	51	0	0	0	0	0	0	0	2	2
JPH2	JPH2	NM_020433.5	protein_coding	0	3	0	164	9	1	2	0	0	0	0	3	0	150	0	0	0	0	0	0	0	2	0
JPH2	JPH2	NM_175913.4	protein_coding	0	1	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JPH2	JPH2	XM_006723833.5	protein_coding	0	1	0	4	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KAT14	KAT14	NM_001384192.3	protein_coding	0	1	1	85	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	7
KAT14	KAT14	NM_001392069.1	protein_coding	1	1	1	83	1	0	2	0	0	0	0	10	0	65	1	0	0	0	1	0	0	1	6
KAT14	KAT14	NM_001392070.1	protein_coding	0	2	1	84	1	1	3	0	0	0	0	10	0	64	1	0	0	0	0	0	0	1	6
KAT14	KAT14	NM_001392071.1	protein_coding	0	1	1	87	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	9
KAT14	KAT14	NM_001392072.1	protein_coding	0	1	1	87	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	9
KAT14	KAT14	NM_001392073.1	protein_coding	0	1	1	85	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	7
KAT14	KAT14	NM_001392074.1	protein_coding	0	2	1	84	1	1	3	0	0	0	0	10	0	64	1	0	0	0	0	0	0	1	6
KAT14	KAT14	NM_001392075.1	protein_coding	0	1	1	87	1	0	0	0	0	0	0	10	0	68	1	0	0	0	0	0	0	1	8
KAT14	KAT14	NM_001392076.1	protein_coding	1	1	1	83	1	0	2	0	0	0	0	10	0	65	1	0	0	0	1	0	0	1	6
KAT14	KAT14	NM_001392077.1	protein_coding	0	1	1	87	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	9
KAT14	KAT14	NM_001392078.1	protein_coding	0	1	1	87	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	9
KAT14	KAT14	NM_001392079.1	protein_coding	0	1	1	85	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	7
KAT14	KAT14	NM_001392080.1	protein_coding	0	1	1	85	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	7
KAT14	KAT14	NM_001392081.1	protein_coding	0	1	1	85	1	0	0	0	0	0	0	10	0	67	1	0	0	0	0	0	0	1	7
KAT14	KAT14	NM_020536.7	protein_coding	0	2	1	84	1	1	3	0	0	0	0	10	0	64	1	0	0	0	0	0	0	1	6
KAT14	KAT14	NR_028402.3		0	0	0	76	0	0	0	0	0	0	0	12	0	48	0	3	0	0	0	0	0	0	13
KCNB1	KCNB1	NM_004975.4	protein_coding	0	0	0	118	6	0	0	0	0	0	0	3	0	109	0	0	0	0	0	0	0	0	0
KCNB1	KCNB1	XM_011528799.3	protein_coding	0	0	0	118	6	0	0	0	0	0	0	3	0	109	0	0	0	0	0	0	0	0	0
KCNG1	KCNG1	NM_002237.4	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_006723785.4	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528800.3	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528801.2	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528802.3	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528803.3	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528804.2	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_011528806.3	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_047440141.1	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_047440142.1	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNG1	KCNG1	XM_047440143.1	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0
KCNK15	KCNK15	NM_022358.4	protein_coding	0	1	3	21	1	0	0	0	0	0	0	2	0	4	3	0	0	0	0	2	0	0	15
KCNK15-AS1	KCNK15-AS1	NR_132377.1		0	1	0	92	0	0	0	0	0	0	0	11	0	74	0	2	0	0	0	1	0	0	6
KCNQ2	KCNQ2	NM_001382235.1	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	NM_004518.6	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	NM_172106.3	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	NM_172107.4	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	NM_172108.5	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	NM_172109.3	protein_coding	0	0	0	140	0	0	0	0	0	0	0	14	0	111	0	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_011528811.3	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_017027841.3	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_017027842.3	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_017027843.2	protein_coding	0	0	1	206	15	0	0	0	0	0	0	16	0	169	1	0	0	0	0	0	0	0	6
KCNQ2	KCNQ2	XM_017027844.3	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_017027845.2	protein_coding	0	0	1	88	15	0	2	0	0	0	0	16	0	34	1	0	0	0	0	0	0	0	21
KCNQ2	KCNQ2	XM_047440144.1	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2	KCNQ2	XM_047440145.1	protein_coding	0	0	1	239	15	0	0	0	0	0	0	16	0	193	1	0	0	0	0	0	0	0	15
KCNQ2-AS1	KCNQ2-AS1	XR_001754758.2		0	0	0	33	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	17
KCNQ2-AS1	KCNQ2-AS1	XR_007067714.1		0	1	0	33	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	1	0	0	17
KCNS1	KCNS1	NM_001322799.2	protein_coding	0	1	1	16	2	0	0	0	0	0	0	6	0	5	1	0	0	0	0	0	0	1	3
KCNS1	KCNS1	NM_002251.5	protein_coding	0	1	1	16	2	0	0	0	0	0	0	6	0	5	1	0	0	0	0	0	0	1	3
KIAA1755	KIAA1755	NM_001029864.2	protein_coding	0	3	3	78	6	0	0	0	0	0	0	11	0	59	3	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	NM_001348708.2	protein_coding	0	3	2	79	6	0	0	0	0	0	0	11	0	60	2	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	NR_145960.2		0	0	0	84	0	0	0	0	0	0	0	11	0	61	0	10	0	0	0	0	0	0	2
KIAA1755	KIAA1755	XM_024452008.2	protein_coding	0	3	3	78	6	0	0	0	0	0	0	11	0	59	3	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	XM_024452009.2	protein_coding	0	3	3	78	6	0	0	0	0	0	0	11	0	59	3	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	XM_024452010.2	protein_coding	0	3	3	78	6	0	0	0	0	0	0	11	0	59	3	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	XM_024452011.2	protein_coding	0	2	2	73	10	0	0	0	0	0	0	12	0	49	2	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_024452012.2	protein_coding	0	3	2	79	6	0	0	0	0	0	0	11	0	60	2	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	XM_024452013.2	protein_coding	0	3	2	79	6	0	0	0	0	0	0	11	0	60	2	0	0	0	0	0	0	3	2
KIAA1755	KIAA1755	XM_024452014.2	protein_coding	0	2	1	49	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_024452015.2	protein_coding	0	2	1	49	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440570.1	protein_coding	0	2	2	73	10	0	0	0	0	0	0	12	0	49	2	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440571.1	protein_coding	0	2	1	66	0	0	0	0	0	0	0	15	0	49	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440572.1	protein_coding	0	2	1	66	0	0	0	0	0	0	0	15	0	49	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440573.1	protein_coding	0	2	1	58	0	0	0	0	0	0	0	7	0	49	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440574.1	protein_coding	0	2	1	58	0	0	0	0	0	0	0	7	0	49	1	0	0	0	0	0	0	2	2
KIAA1755	KIAA1755	XM_047440575.1	protein_coding	0	2	1	67	1	0	0	0	0	0	0	15	0	49	1	0	0	0	0	0	0	2	2
KIF16B	KIF16B	NM_001199865.2	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	NM_001199866.2	protein_coding	0	1	3	393	1	0	1	0	0	0	0	17	0	354	3	0	0	0	0	0	0	1	20
KIF16B	KIF16B	NM_024704.5	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260750.4	protein_coding	0	1	4	392	1	0	1	0	0	0	0	17	0	353	4	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260751.5	protein_coding	0	1	4	392	1	0	1	0	0	0	0	17	0	353	4	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260752.4	protein_coding	0	1	4	392	1	0	1	0	0	0	0	17	0	353	4	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260753.4	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260754.4	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_005260755.4	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_006723588.4	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_017027926.2	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440261.1	protein_coding	0	1	4	392	1	0	1	0	0	0	0	17	0	353	4	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440262.1	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440263.1	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440264.1	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440265.1	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF16B	KIF16B	XM_047440266.1	protein_coding	0	1	1	567	1	0	1	0	0	0	0	8	0	537	1	0	0	0	0	0	0	1	20
KIF3B	KIF3B	NM_004798.4	protein_coding	0	1	0	68	4	0	0	0	0	0	0	5	0	50	0	0	0	0	0	0	0	1	9
KIF3B	KIF3B	XM_047440589.1	protein_coding	0	1	0	45	4	0	0	0	0	0	0	5	0	29	0	0	0	0	0	0	0	1	7
KIF3B	KIF3B	XM_047440590.1	protein_coding	0	2	0	68	4	1	5	0	0	0	0	5	0	45	0	0	0	0	0	0	0	1	9
KIZ	KIZ	NM_001163022.3	protein_coding	0	0	2	182	0	0	0	0	0	0	0	8	0	170	2	0	0	0	0	0	0	0	4
